Province,Age,Gender,Education,Total_count,cell,estimate_logodds,estimate,vote_prediction,Liberal_Party,Conservative_Party
Northwest Territories,45 to 54,Female,College,92,Female 45 to 54,0.5853470762592621,0.6422968382243845,Liberal Party,92,0
Northwest Territories,45 to 54,Female,Some university,14,Female 45 to 54,0.9941582070350887,0.7299084632708166,Liberal Party,14,0
Northwest Territories,45 to 54,Female,University or above,66,Female 45 to 54,1.089291743679913,0.7482483288632991,Liberal Party,66,0
Northwest Territories,55 to 64,Male,No degree,58,Male 55 to 64,3.141003333359782,0.9585527608408602,Liberal Party,58,0
Northwest Territories,55 to 64,Male,High School,41,Male 55 to 64,2.5983231010203376,0.9307535792842464,Liberal Party,41,0
Northwest Territories,55 to 64,Male,College,49,Male 55 to 64,2.6927254155350813,0.9365960202200485,Liberal Party,49,0
Northwest Territories,55 to 64,Male,Some university,8,Male 55 to 64,3.101536546310908,0.9569560816106191,Liberal Party,8,0
Northwest Territories,55 to 64,Male,University or above,53,Male 55 to 64,3.196670082955732,0.9607087740607749,Liberal Party,53,0
Northwest Territories,55 to 64,Female,No degree,53,Female 55 to 64,-2.818359870479588,0.05634006905442098,Conservative Party,0,53
Northwest Territories,55 to 64,Female,High School,47,Female 55 to 64,-3.3610401028190324,0.03353549628726098,Conservative Party,0,47
Northwest Territories,55 to 64,Female,College,69,Female 55 to 64,-3.2666377883042887,0.03673361249767486,Conservative Party,0,69
Northwest Territories,55 to 64,Female,Some university,15,Female 55 to 64,-2.857826657528462,0.05427815456618337,Conservative Party,0,15
Northwest Territories,55 to 64,Female,University or above,55,Female 55 to 64,-2.762693120883638,0.059373780518690154,Conservative Party,0,55
Nunavut,25 to 34,Male,No degree,107,Male 25 to 34,0.22511794312641387,0.556043006080683,Liberal Party,107,0
Nunavut,25 to 34,Male,High School,63,Male 25 to 34,-0.31756228921303054,0.4212699512568789,Conservative Party,0,63
Nunavut,25 to 34,Male,College,37,Male 25 to 34,-0.22315997469828708,0.4444403892915822,Conservative Party,0,37
Nunavut,25 to 34,Male,Some university,1,Male 25 to 34,0.18565115607753957,0.5462799402558115,Liberal Party,1,0
Nunavut,25 to 34,Male,University or above,32,Male 25 to 34,0.28078469272236384,0.5697385913065477,Liberal Party,32,0
Nunavut,25 to 34,Female,No degree,104,Female 25 to 34,-2.0673136664422698,0.11231458726832656,Conservative Party,0,104
Nunavut,25 to 34,Female,High School,62,Female 25 to 34,-2.609993898781714,0.06849799301774478,Conservative Party,0,62
Nunavut,25 to 34,Female,College,67,Female 25 to 34,-2.5155915842669705,0.074772354623964,Conservative Party,0,67
Nunavut,25 to 34,Female,Some university,3,Female 25 to 34,-2.106780453491144,0.10843954165825745,Conservative Party,0,3
Nunavut,25 to 34,Female,University or above,48,Female 25 to 34,-2.0116469168463196,0.11798548370087784,Conservative Party,0,48
Nunavut,35 to 44,Male,No degree,93,Male 35 to 44,-2.8296943399626806,0.05574048369634096,Conservative Party,0,93
Nunavut,35 to 44,Male,High School,33,Male 35 to 44,-3.372374572302125,0.033170072262510904,Conservative Party,0,33
Nunavut,35 to 44,Male,College,37,Male 35 to 44,-3.2779722577873813,0.03633464992346339,Conservative Party,0,37
Nunavut,35 to 44,Male,Some university,2,Male 35 to 44,-2.8691611270115547,0.05369926392988882,Conservative Party,0,2
Nunavut,35 to 44,Male,University or above,33,Male 35 to 44,-2.7740275903667304,0.058743919442352216,Conservative Party,0,33
Nunavut,35 to 44,Female,No degree,87,Female 35 to 44,-2.6062137570546624,0.06873958258713535,Conservative Party,0,87
Nunavut,35 to 44,Female,High School,34,Female 35 to 44,-3.148893989394107,0.041134880224746775,Conservative Party,0,34
Nunavut,35 to 44,Female,College,51,Female 35 to 44,-3.054491674879363,0.04502395070258208,Conservative Party,0,51
Nunavut,35 to 44,Female,Some university,4,Female 35 to 44,-2.6456805441035365,0.06625573643938766,Conservative Party,0,4
Nunavut,35 to 44,Female,University or above,39,Female 35 to 44,-2.550547007458712,0.07238974550768465,Conservative Party,0,39
Nunavut,45 to 54,Male,No degree,85,Male 45 to 54,-0.9268179367069486,0.2835707318530485,Conservative Party,0,85
Nunavut,45 to 54,Male,High School,26,Male 45 to 54,-1.4694981690463929,0.18701890178385785,Conservative Party,0,26
Nunavut,45 to 54,Male,College,36,Male 45 to 54,-1.3750958545316492,0.20179778200845444,Conservative Party,0,36
Nunavut,45 to 54,Male,Some university,4,Male 45 to 54,-0.9662847237558226,0.2756216546063672,Conservative Party,0,4
Nunavut,45 to 54,Male,University or above,26,Male 45 to 54,-0.8711511871109984,0.29501482038219,Conservative Party,0,26
Nunavut,45 to 54,Female,No degree,88,Female 45 to 54,-3.5370447915493757,0.02827637460732466,Conservative Party,0,88
Nunavut,45 to 54,Female,High School,20,Female 45 to 54,-4.07972502388882,0.016630852543029463,Conservative Party,0,20
Nunavut,45 to 54,Female,College,54,Female 45 to 54,-3.9853227093740764,0.018247293020454112,Conservative Party,0,54
Nunavut,45 to 54,Female,Some university,2,Female 45 to 54,-3.5765115785982498,0.02721190852860964,Conservative Party,0,2
Nunavut,45 to 54,Female,University or above,31,Female 45 to 54,-3.4813780419534255,0.029846751464202806,Conservative Party,0,31
Nunavut,55 to 64,Male,No degree,43,Male 55 to 64,-2.0762908985652686,0.11142266721613613,Conservative Party,0,43
Nunavut,55 to 64,Male,High School,17,Male 55 to 64,-2.618971130904713,0.06792740569607943,Conservative Party,0,17
Nunavut,55 to 64,Male,College,29,Male 55 to 64,-2.5245688163899693,0.07415366262189421,Conservative Party,0,29
Nunavut,55 to 64,Male,Some university,3,Male 55 to 64,-2.1157576856141427,0.10757466515969237,Conservative Party,0,3
Nunavut,55 to 64,Male,University or above,22,Male 55 to 64,-2.0206241489693184,0.1170544679625797,Conservative Party,0,22
Nunavut,55 to 64,Female,No degree,45,Female 55 to 64,-4.046278944759293,0.017186774316392293,Conservative Party,0,45
Nunavut,55 to 64,Female,High School,11,Female 55 to 64,-4.5889591770987375,0.010061175140788593,Conservative Party,0,11
Nunavut,55 to 64,Female,College,30,Female 55 to 64,-4.494556862583994,0.011046246719308362,Conservative Party,0,30
Nunavut,55 to 64,Female,Some university,5,Female 55 to 64,-4.085745731808167,0.01653267429377416,Conservative Party,0,5
Nunavut,55 to 64,Female,University or above,26,Female 55 to 64,-3.990612195163343,0.018152776499748984,Conservative Party,0,26
